epoch,accuracy,get_iou,loss,val_accuracy,val_get_iou,val_loss
0,0.5255952477455139,0.5077103972434998,54.71040344238281,0.6827380657196045,0.7565551996231079,50.21062088012695
1,0.6270833611488342,0.665153443813324,46.22959518432617,0.749404788017273,0.7757678031921387,42.44611358642578
2,0.6422619223594666,0.68807053565979,39.08082962036133,0.5642856955528259,0.7385960817337036,35.8843879699707
3,0.6523809432983398,0.6962394118309021,33.03813552856445,0.6857143044471741,0.7776240110397339,30.33475685119629
4,0.656845211982727,0.7079055309295654,27.929800033569336,0.6726190447807312,0.7880175709724426,25.644174575805664
